"","epoch","Middle layers","Number of nodes","Validation","Loss","Batch normalization"
"870",30,"5 layer","huge","Validation error",23.6165828704834,TRUE
"871",1,"5 layer","large","Validation error",59.8925476074219,TRUE
"872",2,"5 layer","large","Validation error",33.0024147033691,TRUE
"873",3,"5 layer","large","Validation error",24.583740234375,TRUE
"874",4,"5 layer","large","Validation error",24.9543018341064,TRUE
"875",5,"5 layer","large","Validation error",24.3990097045898,TRUE
"876",6,"5 layer","large","Validation error",24.8498210906982,TRUE
"877",7,"5 layer","large","Validation error",24.3820896148682,TRUE
"878",8,"5 layer","large","Validation error",23.9890689849854,TRUE
"879",9,"5 layer","large","Validation error",24.3415603637695,TRUE
"880",10,"5 layer","large","Validation error",24.1876125335693,TRUE
"881",11,"5 layer","large","Validation error",23.8371772766113,TRUE
"882",12,"5 layer","large","Validation error",25.2895889282227,TRUE
"883",13,"5 layer","large","Validation error",24.4619312286377,TRUE
"884",14,"5 layer","large","Validation error",23.9119338989258,TRUE
"885",15,"5 layer","large","Validation error",23.6245899200439,TRUE
"886",16,"5 layer","large","Validation error",24.0444183349609,TRUE
"887",17,"5 layer","large","Validation error",22.962121963501,TRUE
"888",18,"5 layer","large","Validation error",22.8648624420166,TRUE
"889",19,"5 layer","large","Validation error",23.4302577972412,TRUE
"890",20,"5 layer","large","Validation error",23.4564971923828,TRUE
"891",21,"5 layer","large","Validation error",22.8699131011963,TRUE
"892",22,"5 layer","large","Validation error",23.0303897857666,TRUE
"893",23,"5 layer","large","Validation error",22.9022579193115,TRUE
"894",24,"5 layer","large","Validation error",24.046968460083,TRUE
"895",25,"5 layer","large","Validation error",23.3959140777588,TRUE
"896",26,"5 layer","large","Validation error",23.9133434295654,TRUE
"897",27,"5 layer","large","Validation error",23.0712833404541,TRUE
"898",28,"5 layer","large","Validation error",23.2454509735107,TRUE
"899",29,"5 layer","large","Validation error",22.7646675109863,TRUE
"900",30,"5 layer","large","Validation error",23.4316062927246,TRUE
"901",1,"5 layer","medium","Validation error",128.137466430664,TRUE
"902",2,"5 layer","medium","Validation error",94.5788269042969,TRUE
"903",3,"5 layer","medium","Validation error",60.5550994873047,TRUE
"904",4,"5 layer","medium","Validation error",34.2721939086914,TRUE
"905",5,"5 layer","medium","Validation error",26.6433506011963,TRUE
"906",6,"5 layer","medium","Validation error",25.00364112854,TRUE
"907",7,"5 layer","medium","Validation error",24.5445613861084,TRUE
"908",8,"5 layer","medium","Validation error",24.5989284515381,TRUE
"909",9,"5 layer","medium","Validation error",24.9658451080322,TRUE
"910",10,"5 layer","medium","Validation error",23.8938903808594,TRUE
"911",11,"5 layer","medium","Validation error",24.0467643737793,TRUE
"912",12,"5 layer","medium","Validation error",24.2161083221436,TRUE
"913",13,"5 layer","medium","Validation error",23.5825176239014,TRUE
"914",14,"5 layer","medium","Validation error",23.7285709381104,TRUE
"915",15,"5 layer","medium","Validation error",24.2801952362061,TRUE
"916",16,"5 layer","medium","Validation error",23.6152305603027,TRUE
"917",17,"5 layer","medium","Validation error",23.0560894012451,TRUE
"918",18,"5 layer","medium","Validation error",23.2840137481689,TRUE
"919",19,"5 layer","medium","Validation error",23.1895217895508,TRUE
"920",20,"5 layer","medium","Validation error",23.2143096923828,TRUE
"921",21,"5 layer","medium","Validation error",23.3524150848389,TRUE
"922",22,"5 layer","medium","Validation error",22.8366184234619,TRUE
"923",23,"5 layer","medium","Validation error",22.9535522460938,TRUE
"924",24,"5 layer","medium","Validation error",23.8891315460205,TRUE
"925",25,"5 layer","medium","Validation error",22.7310390472412,TRUE
"926",26,"5 layer","medium","Validation error",23.0610084533691,TRUE
"927",27,"5 layer","medium","Validation error",23.3462562561035,TRUE
"928",28,"5 layer","medium","Validation error",22.9258766174316,TRUE
"929",29,"5 layer","medium","Validation error",22.9070053100586,TRUE
"930",30,"5 layer","medium","Validation error",22.9781265258789,TRUE
"931",1,"5 layer","medium large","Validation error",93.8269500732422,TRUE
"932",2,"5 layer","medium large","Validation error",55.9763526916504,TRUE
"933",3,"5 layer","medium large","Validation error",33.636302947998,TRUE
"934",4,"5 layer","medium large","Validation error",25.5959548950195,TRUE
"935",5,"5 layer","medium large","Validation error",30.8851203918457,TRUE
"936",6,"5 layer","medium large","Validation error",23.3455410003662,TRUE
"937",7,"5 layer","medium large","Validation error",23.9000053405762,TRUE
"938",8,"5 layer","medium large","Validation error",24.0266532897949,TRUE
"939",9,"5 layer","medium large","Validation error",24.5300025939941,TRUE
"940",10,"5 layer","medium large","Validation error",23.0314807891846,TRUE
"941",11,"5 layer","medium large","Validation error",22.9067840576172,TRUE
"942",12,"5 layer","medium large","Validation error",23.1378498077393,TRUE
"943",13,"5 layer","medium large","Validation error",22.838773727417,TRUE
"944",14,"5 layer","medium large","Validation error",23.0570373535156,TRUE
"945",15,"5 layer","medium large","Validation error",22.519474029541,TRUE
"946",16,"5 layer","medium large","Validation error",23.1918506622314,TRUE
"947",17,"5 layer","medium large","Validation error",26.1768684387207,TRUE
"948",18,"5 layer","medium large","Validation error",23.107442855835,TRUE
"949",19,"5 layer","medium large","Validation error",23.1560401916504,TRUE
"950",20,"5 layer","medium large","Validation error",23.089506149292,TRUE
"951",21,"5 layer","medium large","Validation error",22.7477569580078,TRUE
"952",22,"5 layer","medium large","Validation error",22.8741912841797,TRUE
"953",23,"5 layer","medium large","Validation error",22.9207954406738,TRUE
"954",24,"5 layer","medium large","Validation error",22.5585021972656,TRUE
"955",25,"5 layer","medium large","Validation error",23.2007808685303,TRUE
"956",26,"5 layer","medium large","Validation error",23.0846290588379,TRUE
"957",27,"5 layer","medium large","Validation error",22.4951400756836,TRUE
"958",28,"5 layer","medium large","Validation error",24.44118309021,TRUE
"959",29,"5 layer","medium large","Validation error",23.1290092468262,TRUE
"960",30,"5 layer","medium large","Validation error",35.4842147827148,TRUE
"961",1,"5 layer","medium small","Validation error",114.583251953125,TRUE
"962",2,"5 layer","medium small","Validation error",92.7457427978516,TRUE
"963",3,"5 layer","medium small","Validation error",74.8009796142578,TRUE
"964",4,"5 layer","medium small","Validation error",57.1485595703125,TRUE
"965",5,"5 layer","medium small","Validation error",44.4073600769043,TRUE
"966",6,"5 layer","medium small","Validation error",30.9628677368164,TRUE
"967",7,"5 layer","medium small","Validation error",23.9782657623291,TRUE
"968",8,"5 layer","medium small","Validation error",24.2349681854248,TRUE
"969",9,"5 layer","medium small","Validation error",23.8261661529541,TRUE
"970",10,"5 layer","medium small","Validation error",23.5791091918945,TRUE
"971",11,"5 layer","medium small","Validation error",23.2824077606201,TRUE
"972",12,"5 layer","medium small","Validation error",23.8085803985596,TRUE
"973",13,"5 layer","medium small","Validation error",23.3286991119385,TRUE
"974",14,"5 layer","medium small","Validation error",23.2816772460938,TRUE
"975",15,"5 layer","medium small","Validation error",23.1258525848389,TRUE
"976",16,"5 layer","medium small","Validation error",23.3780059814453,TRUE
"977",17,"5 layer","medium small","Validation error",23.1316223144531,TRUE
"978",18,"5 layer","medium small","Validation error",23.3390789031982,TRUE
"979",19,"5 layer","medium small","Validation error",23.8938102722168,TRUE
"980",20,"5 layer","medium small","Validation error",24.1749572753906,TRUE
"981",21,"5 layer","medium small","Validation error",23.4592723846436,TRUE
"982",22,"5 layer","medium small","Validation error",23.1725521087646,TRUE
"983",23,"5 layer","medium small","Validation error",23.9109230041504,TRUE
"984",24,"5 layer","medium small","Validation error",22.9576511383057,TRUE
"985",25,"5 layer","medium small","Validation error",22.8113613128662,TRUE
"986",26,"5 layer","medium small","Validation error",22.8413505554199,TRUE
"987",27,"5 layer","medium small","Validation error",23.6869125366211,TRUE
"988",28,"5 layer","medium small","Validation error",23.4636325836182,TRUE
"989",29,"5 layer","medium small","Validation error",23.5740623474121,TRUE
"990",30,"5 layer","medium small","Validation error",22.86865234375,TRUE
"991",1,"5 layer","mega","Validation error",37.1622695922852,TRUE
"992",2,"5 layer","mega","Validation error",27.1577224731445,TRUE
"993",3,"5 layer","mega","Validation error",32.0903854370117,TRUE
"994",4,"5 layer","mega","Validation error",26.1110877990723,TRUE
"995",5,"5 layer","mega","Validation error",24.0236434936523,TRUE
"996",6,"5 layer","mega","Validation error",24.6971530914307,TRUE
"997",7,"5 layer","mega","Validation error",24.8582286834717,TRUE
"998",8,"5 layer","mega","Validation error",25.3573570251465,TRUE
"999",9,"5 layer","mega","Validation error",26.2865810394287,TRUE
"1000",10,"5 layer","mega","Validation error",24.9818782806396,TRUE
"1001",11,"5 layer","mega","Validation error",26.2736759185791,TRUE
"1002",12,"5 layer","mega","Validation error",24.1471195220947,TRUE
"1003",13,"5 layer","mega","Validation error",28.6382217407227,TRUE
"1004",14,"5 layer","mega","Validation error",24.0436820983887,TRUE
"1005",15,"5 layer","mega","Validation error",24.4055728912354,TRUE
"1006",16,"5 layer","mega","Validation error",24.2023487091064,TRUE
"1007",17,"5 layer","mega","Validation error",23.9394721984863,TRUE
"1008",18,"5 layer","mega","Validation error",27.9004802703857,TRUE
"1009",19,"5 layer","mega","Validation error",23.7261047363281,TRUE
"1010",20,"5 layer","mega","Validation error",23.0820064544678,TRUE
"1011",21,"5 layer","mega","Validation error",22.8416385650635,TRUE
"1012",22,"5 layer","mega","Validation error",25.0641708374023,TRUE
"1013",23,"5 layer","mega","Validation error",23.4652900695801,TRUE
"1014",24,"5 layer","mega","Validation error",25.6933078765869,TRUE
"1015",25,"5 layer","mega","Validation error",27.6464614868164,TRUE
"1016",26,"5 layer","mega","Validation error",22.7684268951416,TRUE
"1017",27,"5 layer","mega","Validation error",24.1658897399902,TRUE
"1018",28,"5 layer","mega","Validation error",22.7188568115234,TRUE
"1019",29,"5 layer","mega","Validation error",23.0253582000732,TRUE
"1020",30,"5 layer","mega","Validation error",25.759313583374,TRUE
"1021",1,"5 layer","small","Validation error",95.6052703857422,TRUE
"1022",2,"5 layer","small","Validation error",97.6191635131836,TRUE
"1023",3,"5 layer","small","Validation error",100.816528320312,TRUE
"1024",4,"5 layer","small","Validation error",92.5272598266602,TRUE
"1025",5,"5 layer","small","Validation error",55.218807220459,TRUE
"1026",6,"5 layer","small","Validation error",30.2463283538818,TRUE
"1027",7,"5 layer","small","Validation error",23.3237781524658,TRUE
"1028",8,"5 layer","small","Validation error",23.6359844207764,TRUE
"1029",9,"5 layer","small","Validation error",23.2336101531982,TRUE
"1030",10,"5 layer","small","Validation error",23.5038070678711,TRUE
"1031",11,"5 layer","small","Validation error",23.3872261047363,TRUE
"1032",12,"5 layer","small","Validation error",23.1528949737549,TRUE
"1033",13,"5 layer","small","Validation error",23.0602722167969,TRUE
"1034",14,"5 layer","small","Validation error",23.173095703125,TRUE
"1035",15,"5 layer","small","Validation error",23.2324771881104,TRUE
"1036",16,"5 layer","small","Validation error",22.9916076660156,TRUE
"1037",17,"5 layer","small","Validation error",23.4527549743652,TRUE
"1038",18,"5 layer","small","Validation error",23.0693893432617,TRUE
"1039",19,"5 layer","small","Validation error",23.1357955932617,TRUE
"1040",20,"5 layer","small","Validation error",23.3716659545898,TRUE
"1041",21,"5 layer","small","Validation error",23.2741718292236,TRUE
"1042",22,"5 layer","small","Validation error",23.1305599212646,TRUE
"1043",23,"5 layer","small","Validation error",23.1100921630859,TRUE
"1044",24,"5 layer","small","Validation error",23.384593963623,TRUE
"1045",25,"5 layer","small","Validation error",23.3191566467285,TRUE
"1046",26,"5 layer","small","Validation error",23.0118980407715,TRUE
"1047",27,"5 layer","small","Validation error",23.2395038604736,TRUE
"1048",28,"5 layer","small","Validation error",22.9766216278076,TRUE
"1049",29,"5 layer","small","Validation error",22.9795761108398,TRUE
"1050",30,"5 layer","small","Validation error",22.9514713287354,TRUE
"1051",1,"1 layer","huge","Training error",50.2118492126465,TRUE
"1052",2,"1 layer","huge","Training error",30.8123798370361,TRUE
"1053",3,"1 layer","huge","Training error",30.7481155395508,TRUE
"1054",4,"1 layer","huge","Training error",30.6384010314941,TRUE
"1055",5,"1 layer","huge","Training error",30.5147800445557,TRUE
"1056",6,"1 layer","huge","Training error",30.4874515533447,TRUE
"1057",7,"1 layer","huge","Training error",30.4074649810791,TRUE
"1058",8,"1 layer","huge","Training error",30.2785758972168,TRUE
"1059",9,"1 layer","huge","Training error",30.291446685791,TRUE
"1060",10,"1 layer","huge","Training error",30.2853469848633,TRUE
"1061",11,"1 layer","huge","Training error",30.2193832397461,TRUE
"1062",12,"1 layer","huge","Training error",30.1468868255615,TRUE
"1063",13,"1 layer","huge","Training error",30.2479038238525,TRUE
"1064",14,"1 layer","huge","Training error",30.1239910125732,TRUE
"1065",15,"1 layer","huge","Training error",30.0903987884521,TRUE
"1066",16,"1 layer","huge","Training error",30.1257648468018,TRUE
"1067",17,"1 layer","huge","Training error",30.0675010681152,TRUE
"1068",18,"1 layer","huge","Training error",30.0400867462158,TRUE
"1069",19,"1 layer","huge","Training error",29.9876499176025,TRUE
"1070",20,"1 layer","huge","Training error",29.9687747955322,TRUE
"1071",21,"1 layer","huge","Training error",30.0107822418213,TRUE
"1072",22,"1 layer","huge","Training error",29.8705520629883,TRUE
"1073",23,"1 layer","huge","Training error",30.0395240783691,TRUE
"1074",24,"1 layer","huge","Training error",29.8381443023682,TRUE
"1075",25,"1 layer","huge","Training error",29.8989887237549,TRUE
"1076",26,"1 layer","huge","Training error",29.8431148529053,TRUE
"1077",27,"1 layer","huge","Training error",29.869571685791,TRUE
"1078",28,"1 layer","huge","Training error",29.8307037353516,TRUE
"1079",29,"1 layer","huge","Training error",29.8204250335693,TRUE
"1080",30,"1 layer","huge","Training error",29.7689647674561,TRUE
"1081",1,"1 layer","large","Training error",57.9341583251953,TRUE
"1082",2,"1 layer","large","Training error",30.7400665283203,TRUE
"1083",3,"1 layer","large","Training error",30.6619071960449,TRUE
"1084",4,"1 layer","large","Training error",30.5577030181885,TRUE
"1085",5,"1 layer","large","Training error",30.4682579040527,TRUE
"1086",6,"1 layer","large","Training error",30.4528026580811,TRUE
"1087",7,"1 layer","large","Training error",30.3514060974121,TRUE
"1088",8,"1 layer","large","Training error",30.3369579315186,TRUE
"1089",9,"1 layer","large","Training error",30.3237342834473,TRUE
"1090",10,"1 layer","large","Training error",30.2484722137451,TRUE
"1091",11,"1 layer","large","Training error",30.2088088989258,TRUE
"1092",12,"1 layer","large","Training error",30.2140216827393,TRUE
"1093",13,"1 layer","large","Training error",30.218204498291,TRUE
"1094",14,"1 layer","large","Training error",30.1958522796631,TRUE
"1095",15,"1 layer","large","Training error",30.1226291656494,TRUE
"1096",16,"1 layer","large","Training error",30.2376079559326,TRUE
"1097",17,"1 layer","large","Training error",30.0009174346924,TRUE
"1098",18,"1 layer","large","Training error",30.055347442627,TRUE
"1099",19,"1 layer","large","Training error",30.0410404205322,TRUE
"1100",20,"1 layer","large","Training error",30.0650310516357,TRUE
"1101",21,"1 layer","large","Training error",30.0537910461426,TRUE
"1102",22,"1 layer","large","Training error",30.0065727233887,TRUE
"1103",23,"1 layer","large","Training error",29.9065074920654,TRUE
"1104",24,"1 layer","large","Training error",29.9814434051514,TRUE
"1105",25,"1 layer","large","Training error",29.9704895019531,TRUE
"1106",26,"1 layer","large","Training error",29.9818649291992,TRUE
"1107",27,"1 layer","large","Training error",29.9353256225586,TRUE
"1108",28,"1 layer","large","Training error",29.8445987701416,TRUE
"1109",29,"1 layer","large","Training error",29.8277263641357,TRUE
"1110",30,"1 layer","large","Training error",29.9090194702148,TRUE
"1111",1,"1 layer","medium","Training error",85.4579772949219,TRUE
"1112",2,"1 layer","medium","Training error",32.9784622192383,TRUE
"1113",3,"1 layer","medium","Training error",30.7940673828125,TRUE
"1114",4,"1 layer","medium","Training error",30.7095642089844,TRUE
"1115",5,"1 layer","medium","Training error",30.7339134216309,TRUE
"1116",6,"1 layer","medium","Training error",30.6665534973145,TRUE
"1117",7,"1 layer","medium","Training error",30.6432266235352,TRUE
"1118",8,"1 layer","medium","Training error",30.6436309814453,TRUE
"1119",9,"1 layer","medium","Training error",30.5649185180664,TRUE
"1120",10,"1 layer","medium","Training error",30.5564460754395,TRUE
"1121",11,"1 layer","medium","Training error",30.5260734558105,TRUE
"1122",12,"1 layer","medium","Training error",30.5094890594482,TRUE
"1123",13,"1 layer","medium","Training error",30.4580745697021,TRUE
"1124",14,"1 layer","medium","Training error",30.45725440979,TRUE
"1125",15,"1 layer","medium","Training error",30.4276161193848,TRUE
"1126",16,"1 layer","medium","Training error",30.3800659179688,TRUE
"1127",17,"1 layer","medium","Training error",30.3813896179199,TRUE
"1128",18,"1 layer","medium","Training error",30.3334045410156,TRUE
"1129",19,"1 layer","medium","Training error",30.3378448486328,TRUE
"1130",20,"1 layer","medium","Training error",30.2925643920898,TRUE
"1131",21,"1 layer","medium","Training error",30.2865886688232,TRUE
"1132",22,"1 layer","medium","Training error",30.2454109191895,TRUE
"1133",23,"1 layer","medium","Training error",30.2765522003174,TRUE
"1134",24,"1 layer","medium","Training error",30.2408294677734,TRUE
"1135",25,"1 layer","medium","Training error",30.228343963623,TRUE
"1136",26,"1 layer","medium","Training error",30.1957321166992,TRUE
"1137",27,"1 layer","medium","Training error",30.186840057373,TRUE
"1138",28,"1 layer","medium","Training error",30.2201347351074,TRUE
"1139",29,"1 layer","medium","Training error",30.213846206665,TRUE
"1140",30,"1 layer","medium","Training error",30.1305370330811,TRUE
"1141",1,"1 layer","medium large","Training error",69.5879440307617,TRUE
"1142",2,"1 layer","medium large","Training error",30.7625045776367,TRUE
"1143",3,"1 layer","medium large","Training error",30.5885028839111,TRUE
"1144",4,"1 layer","medium large","Training error",30.5143184661865,TRUE
"1145",5,"1 layer","medium large","Training error",30.3754196166992,TRUE
"1146",6,"1 layer","medium large","Training error",30.3760662078857,TRUE
"1147",7,"1 layer","medium large","Training error",30.383171081543,TRUE
"1148",8,"1 layer","medium large","Training error",30.3283882141113,TRUE
"1149",9,"1 layer","medium large","Training error",30.2596702575684,TRUE
"1150",10,"1 layer","medium large","Training error",30.2751960754395,TRUE
"1151",11,"1 layer","medium large","Training error",30.2120609283447,TRUE
"1152",12,"1 layer","medium large","Training error",30.2289085388184,TRUE
"1153",13,"1 layer","medium large","Training error",30.1401596069336,TRUE
"1154",14,"1 layer","medium large","Training error",30.1667861938477,TRUE
"1155",15,"1 layer","medium large","Training error",30.1104545593262,TRUE
"1156",16,"1 layer","medium large","Training error",30.1210155487061,TRUE
"1157",17,"1 layer","medium large","Training error",30.092170715332,TRUE
"1158",18,"1 layer","medium large","Training error",30.0824680328369,TRUE
"1159",19,"1 layer","medium large","Training error",30.0784015655518,TRUE
"1160",20,"1 layer","medium large","Training error",30.022289276123,TRUE
"1161",21,"1 layer","medium large","Training error",29.9500179290771,TRUE
"1162",22,"1 layer","medium large","Training error",30.0115356445312,TRUE
"1163",23,"1 layer","medium large","Training error",29.9606475830078,TRUE
"1164",24,"1 layer","medium large","Training error",29.9334907531738,TRUE
"1165",25,"1 layer","medium large","Training error",29.9278774261475,TRUE
"1166",26,"1 layer","medium large","Training error",29.7786884307861,TRUE
"1167",27,"1 layer","medium large","Training error",29.9799385070801,TRUE
"1168",28,"1 layer","medium large","Training error",29.8742065429688,TRUE
"1169",29,"1 layer","medium large","Training error",29.8914890289307,TRUE
"1170",30,"1 layer","medium large","Training error",29.8501968383789,TRUE
"1171",1,"1 layer","medium small","Training error",104.211723327637,TRUE
"1172",2,"1 layer","medium small","Training error",46.2666168212891,TRUE
"1173",3,"1 layer","medium small","Training error",31.0573978424072,TRUE
"1174",4,"1 layer","medium small","Training error",30.9254951477051,TRUE
"1175",5,"1 layer","medium small","Training error",30.9360313415527,TRUE
"1176",6,"1 layer","medium small","Training error",30.8849353790283,TRUE
"1177",7,"1 layer","medium small","Training error",30.7856349945068,TRUE
"1178",8,"1 layer","medium small","Training error",30.6982822418213,TRUE
"1179",9,"1 layer","medium small","Training error",30.6711540222168,TRUE
"1180",10,"1 layer","medium small","Training error",30.6188468933105,TRUE
"1181",11,"1 layer","medium small","Training error",30.5339679718018,TRUE
"1182",12,"1 layer","medium small","Training error",30.4828319549561,TRUE
"1183",13,"1 layer","medium small","Training error",30.4858131408691,TRUE
"1184",14,"1 layer","medium small","Training error",30.4338359832764,TRUE
"1185",15,"1 layer","medium small","Training error",30.4228096008301,TRUE
"1186",16,"1 layer","medium small","Training error",30.4325256347656,TRUE
"1187",17,"1 layer","medium small","Training error",30.4234790802002,TRUE
"1188",18,"1 layer","medium small","Training error",30.3992862701416,TRUE
"1189",19,"1 layer","medium small","Training error",30.3712329864502,TRUE
"1190",20,"1 layer","medium small","Training error",30.3559074401855,TRUE
"1191",21,"1 layer","medium small","Training error",30.3343849182129,TRUE
"1192",22,"1 layer","medium small","Training error",30.3427982330322,TRUE
"1193",23,"1 layer","medium small","Training error",30.2453060150146,TRUE
"1194",24,"1 layer","medium small","Training error",30.3001518249512,TRUE
"1195",25,"1 layer","medium small","Training error",30.2823677062988,TRUE
"1196",26,"1 layer","medium small","Training error",30.2747936248779,TRUE
"1197",27,"1 layer","medium small","Training error",30.3102760314941,TRUE
"1198",28,"1 layer","medium small","Training error",30.2054405212402,TRUE
"1199",29,"1 layer","medium small","Training error",30.2312908172607,TRUE
"1200",30,"1 layer","medium small","Training error",30.2772998809814,TRUE
"1201",1,"1 layer","mega","Training error",45.8868598937988,TRUE
"1202",2,"1 layer","mega","Training error",31.3418827056885,TRUE
"1203",3,"1 layer","mega","Training error",31.1165657043457,TRUE
"1204",4,"1 layer","mega","Training error",30.9686679840088,TRUE
"1205",5,"1 layer","mega","Training error",30.8257446289062,TRUE
"1206",6,"1 layer","mega","Training error",30.7129135131836,TRUE
"1207",7,"1 layer","mega","Training error",30.4679927825928,TRUE
"1208",8,"1 layer","mega","Training error",30.4560050964355,TRUE
"1209",9,"1 layer","mega","Training error",30.5450401306152,TRUE
"1210",10,"1 layer","mega","Training error",30.3301830291748,TRUE
"1211",11,"1 layer","mega","Training error",30.3366222381592,TRUE
"1212",12,"1 layer","mega","Training error",30.3218040466309,TRUE
"1213",13,"1 layer","mega","Training error",30.338794708252,TRUE
"1214",14,"1 layer","mega","Training error",30.1815147399902,TRUE
"1215",15,"1 layer","mega","Training error",30.2177066802979,TRUE
"1216",16,"1 layer","mega","Training error",30.1400299072266,TRUE
"1217",17,"1 layer","mega","Training error",30.1840782165527,TRUE
"1218",18,"1 layer","mega","Training error",30.0787010192871,TRUE
"1219",19,"1 layer","mega","Training error",29.9630432128906,TRUE
"1220",20,"1 layer","mega","Training error",29.9126129150391,TRUE
"1221",21,"1 layer","mega","Training error",30.0904674530029,TRUE
"1222",22,"1 layer","mega","Training error",29.925365447998,TRUE
"1223",23,"1 layer","mega","Training error",29.7432384490967,TRUE
"1224",24,"1 layer","mega","Training error",29.8482074737549,TRUE
"1225",25,"1 layer","mega","Training error",29.8404426574707,TRUE
"1226",26,"1 layer","mega","Training error",29.7075042724609,TRUE
"1227",27,"1 layer","mega","Training error",29.7904605865479,TRUE
"1228",28,"1 layer","mega","Training error",29.7319793701172,TRUE
"1229",29,"1 layer","mega","Training error",29.7967643737793,TRUE
"1230",30,"1 layer","mega","Training error",29.7377891540527,TRUE
"1231",1,"1 layer","small","Training error",120.602577209473,TRUE
"1232",2,"1 layer","small","Training error",67.2378616333008,TRUE
"1233",3,"1 layer","small","Training error",35.860725402832,TRUE
"1234",4,"1 layer","small","Training error",30.9844932556152,TRUE
"1235",5,"1 layer","small","Training error",30.9944152832031,TRUE
"1236",6,"1 layer","small","Training error",30.8997020721436,TRUE
"1237",7,"1 layer","small","Training error",30.8545589447021,TRUE
"1238",8,"1 layer","small","Training error",30.8622932434082,TRUE
"1239",9,"1 layer","small","Training error",30.7949047088623,TRUE
"1240",10,"1 layer","small","Training error",30.8116569519043,TRUE
"1241",11,"1 layer","small","Training error",30.8127536773682,TRUE
"1242",12,"1 layer","small","Training error",30.7498683929443,TRUE
"1243",13,"1 layer","small","Training error",30.6800537109375,TRUE
"1244",14,"1 layer","small","Training error",30.7743244171143,TRUE
"1245",15,"1 layer","small","Training error",30.7509632110596,TRUE
"1246",16,"1 layer","small","Training error",30.7295608520508,TRUE
"1247",17,"1 layer","small","Training error",30.6959934234619,TRUE
"1248",18,"1 layer","small","Training error",30.6476917266846,TRUE
"1249",19,"1 layer","small","Training error",30.6963329315186,TRUE
"1250",20,"1 layer","small","Training error",30.700345993042,TRUE
"1251",21,"1 layer","small","Training error",30.6778240203857,TRUE
"1252",22,"1 layer","small","Training error",30.6321296691895,TRUE
"1253",23,"1 layer","small","Training error",30.6289119720459,TRUE
"1254",24,"1 layer","small","Training error",30.6087074279785,TRUE
"1255",25,"1 layer","small","Training error",30.6293506622314,TRUE
"1256",26,"1 layer","small","Training error",30.6026992797852,TRUE
"1257",27,"1 layer","small","Training error",30.5890159606934,TRUE
"1258",28,"1 layer","small","Training error",30.5855255126953,TRUE
"1259",29,"1 layer","small","Training error",30.6153869628906,TRUE
"1260",30,"1 layer","small","Training error",30.5866527557373,TRUE
"1261",1,"2 layer","huge","Training error",59.9234504699707,TRUE
"1262",2,"2 layer","huge","Training error",31.0081233978271,TRUE
"1263",3,"2 layer","huge","Training error",30.6583957672119,TRUE
"1264",4,"2 layer","huge","Training error",30.6772747039795,TRUE
"1265",5,"2 layer","huge","Training error",30.3981876373291,TRUE
"1266",6,"2 layer","huge","Training error",30.3062400817871,TRUE
"1267",7,"2 layer","huge","Training error",30.2779560089111,TRUE
"1268",8,"2 layer","huge","Training error",29.9475231170654,TRUE
"1269",9,"2 layer","huge","Training error",29.9426898956299,TRUE
"1270",10,"2 layer","huge","Training error",29.8966617584229,TRUE
"1271",11,"2 layer","huge","Training error",29.8971195220947,TRUE
"1272",12,"2 layer","huge","Training error",29.8063335418701,TRUE
"1273",13,"2 layer","huge","Training error",29.8777084350586,TRUE
"1274",14,"2 layer","huge","Training error",29.6949977874756,TRUE
"1275",15,"2 layer","huge","Training error",29.7000408172607,TRUE
"1276",16,"2 layer","huge","Training error",29.6400203704834,TRUE
"1277",17,"2 layer","huge","Training error",29.7532520294189,TRUE
"1278",18,"2 layer","huge","Training error",29.4006271362305,TRUE
"1279",19,"2 layer","huge","Training error",29.5444869995117,TRUE
"1280",20,"2 layer","huge","Training error",29.4778003692627,TRUE
"1281",21,"2 layer","huge","Training error",29.3055000305176,TRUE
"1282",22,"2 layer","huge","Training error",29.4507999420166,TRUE
"1283",23,"2 layer","huge","Training error",29.497802734375,TRUE
"1284",24,"2 layer","huge","Training error",29.346622467041,TRUE
"1285",25,"2 layer","huge","Training error",29.2918510437012,TRUE
"1286",26,"2 layer","huge","Training error",29.5296173095703,TRUE
"1287",27,"2 layer","huge","Training error",29.2947044372559,TRUE
"1288",28,"2 layer","huge","Training error",29.1833305358887,TRUE
"1289",29,"2 layer","huge","Training error",29.2880878448486,TRUE
"1290",30,"2 layer","huge","Training error",29.0742893218994,TRUE
"1291",1,"2 layer","large","Training error",68.0675964355469,TRUE
"1292",2,"2 layer","large","Training error",30.8314590454102,TRUE
"1293",3,"2 layer","large","Training error",30.6307411193848,TRUE
"1294",4,"2 layer","large","Training error",30.5860977172852,TRUE
"1295",5,"2 layer","large","Training error",30.5295257568359,TRUE
"1296",6,"2 layer","large","Training error",30.3010215759277,TRUE
"1297",7,"2 layer","large","Training error",30.1327610015869,TRUE
"1298",8,"2 layer","large","Training error",30.2550392150879,TRUE
"1299",9,"2 layer","large","Training error",30.0832347869873,TRUE
"1300",10,"2 layer","large","Training error",29.8648204803467,TRUE
"1301",11,"2 layer","large","Training error",29.7987499237061,TRUE
"1302",12,"2 layer","large","Training error",29.8723812103271,TRUE
"1303",13,"2 layer","large","Training error",29.5636959075928,TRUE
"1304",14,"2 layer","large","Training error",29.6509265899658,TRUE
"1305",15,"2 layer","large","Training error",29.650899887085,TRUE
