"","epoch","Middle layers","Number of nodes","Validation","Loss","Batch normalization"
"1744",4,"4 layer","medium","Training error",31.0005779266357,TRUE
"1745",5,"4 layer","medium","Training error",30.6007957458496,TRUE
"1746",6,"4 layer","medium","Training error",30.4563465118408,TRUE
"1747",7,"4 layer","medium","Training error",30.3885688781738,TRUE
"1748",8,"4 layer","medium","Training error",30.3428821563721,TRUE
"1749",9,"4 layer","medium","Training error",30.2810611724854,TRUE
"1750",10,"4 layer","medium","Training error",30.1746654510498,TRUE
"1751",11,"4 layer","medium","Training error",30.2231006622314,TRUE
"1752",12,"4 layer","medium","Training error",30.0867538452148,TRUE
"1753",13,"4 layer","medium","Training error",30.0784339904785,TRUE
"1754",14,"4 layer","medium","Training error",29.9677753448486,TRUE
"1755",15,"4 layer","medium","Training error",30.0108470916748,TRUE
"1756",16,"4 layer","medium","Training error",29.867992401123,TRUE
"1757",17,"4 layer","medium","Training error",29.8750457763672,TRUE
"1758",18,"4 layer","medium","Training error",29.8334903717041,TRUE
"1759",19,"4 layer","medium","Training error",29.8504867553711,TRUE
"1760",20,"4 layer","medium","Training error",29.8829689025879,TRUE
"1761",21,"4 layer","medium","Training error",29.9509563446045,TRUE
"1762",22,"4 layer","medium","Training error",29.7230339050293,TRUE
"1763",23,"4 layer","medium","Training error",29.7969093322754,TRUE
"1764",24,"4 layer","medium","Training error",29.5139999389648,TRUE
"1765",25,"4 layer","medium","Training error",29.7112216949463,TRUE
"1766",26,"4 layer","medium","Training error",29.5396118164062,TRUE
"1767",27,"4 layer","medium","Training error",29.5816707611084,TRUE
"1768",28,"4 layer","medium","Training error",29.5395412445068,TRUE
"1769",29,"4 layer","medium","Training error",29.5008144378662,TRUE
"1770",30,"4 layer","medium","Training error",29.4285621643066,TRUE
"1771",1,"4 layer","medium large","Training error",98.4428634643555,TRUE
"1772",2,"4 layer","medium large","Training error",57.3616943359375,TRUE
"1773",3,"4 layer","medium large","Training error",32.4265060424805,TRUE
"1774",4,"4 layer","medium large","Training error",30.5758113861084,TRUE
"1775",5,"4 layer","medium large","Training error",30.5062561035156,TRUE
"1776",6,"4 layer","medium large","Training error",30.5053901672363,TRUE
"1777",7,"4 layer","medium large","Training error",30.2921924591064,TRUE
"1778",8,"4 layer","medium large","Training error",30.3345394134521,TRUE
"1779",9,"4 layer","medium large","Training error",30.2485084533691,TRUE
"1780",10,"4 layer","medium large","Training error",30.1799201965332,TRUE
"1781",11,"4 layer","medium large","Training error",30.1103324890137,TRUE
"1782",12,"4 layer","medium large","Training error",29.9933032989502,TRUE
"1783",13,"4 layer","medium large","Training error",30.0293464660645,TRUE
"1784",14,"4 layer","medium large","Training error",29.8770065307617,TRUE
"1785",15,"4 layer","medium large","Training error",29.7956218719482,TRUE
"1786",16,"4 layer","medium large","Training error",29.818286895752,TRUE
"1787",17,"4 layer","medium large","Training error",29.7759227752686,TRUE
"1788",18,"4 layer","medium large","Training error",29.6853866577148,TRUE
"1789",19,"4 layer","medium large","Training error",29.5678863525391,TRUE
"1790",20,"4 layer","medium large","Training error",29.508918762207,TRUE
"1791",21,"4 layer","medium large","Training error",29.650899887085,TRUE
"1792",22,"4 layer","medium large","Training error",29.4441719055176,TRUE
"1793",23,"4 layer","medium large","Training error",29.356107711792,TRUE
"1794",24,"4 layer","medium large","Training error",29.6806640625,TRUE
"1795",25,"4 layer","medium large","Training error",29.3517551422119,TRUE
"1796",26,"4 layer","medium large","Training error",29.5428714752197,TRUE
"1797",27,"4 layer","medium large","Training error",29.3101577758789,TRUE
"1798",28,"4 layer","medium large","Training error",29.3436374664307,TRUE
"1799",29,"4 layer","medium large","Training error",29.2587833404541,TRUE
"1800",30,"4 layer","medium large","Training error",29.2827205657959,TRUE
"1801",1,"4 layer","medium small","Training error",121.468841552734,TRUE
"1802",2,"4 layer","medium small","Training error",93.3067092895508,TRUE
"1803",3,"4 layer","medium small","Training error",69.3290481567383,TRUE
"1804",4,"4 layer","medium small","Training error",49.1607131958008,TRUE
"1805",5,"4 layer","medium small","Training error",34.9814491271973,TRUE
"1806",6,"4 layer","medium small","Training error",30.8722248077393,TRUE
"1807",7,"4 layer","medium small","Training error",30.7037315368652,TRUE
"1808",8,"4 layer","medium small","Training error",30.6033115386963,TRUE
"1809",9,"4 layer","medium small","Training error",30.6049518585205,TRUE
"1810",10,"4 layer","medium small","Training error",30.6134853363037,TRUE
"1811",11,"4 layer","medium small","Training error",30.4826946258545,TRUE
"1812",12,"4 layer","medium small","Training error",30.4986972808838,TRUE
"1813",13,"4 layer","medium small","Training error",30.4752311706543,TRUE
"1814",14,"4 layer","medium small","Training error",30.4126052856445,TRUE
"1815",15,"4 layer","medium small","Training error",30.3486022949219,TRUE
"1816",16,"4 layer","medium small","Training error",30.4032382965088,TRUE
"1817",17,"4 layer","medium small","Training error",30.3485202789307,TRUE
"1818",18,"4 layer","medium small","Training error",30.1881713867188,TRUE
"1819",19,"4 layer","medium small","Training error",30.286413192749,TRUE
"1820",20,"4 layer","medium small","Training error",30.1943073272705,TRUE
"1821",21,"4 layer","medium small","Training error",30.2537269592285,TRUE
"1822",22,"4 layer","medium small","Training error",30.1346435546875,TRUE
"1823",23,"4 layer","medium small","Training error",30.1799201965332,TRUE
"1824",24,"4 layer","medium small","Training error",30.1995296478271,TRUE
"1825",25,"4 layer","medium small","Training error",30.1445980072021,TRUE
"1826",26,"4 layer","medium small","Training error",30.2032241821289,TRUE
"1827",27,"4 layer","medium small","Training error",30.1433010101318,TRUE
"1828",28,"4 layer","medium small","Training error",30.024715423584,TRUE
"1829",29,"4 layer","medium small","Training error",30.0551605224609,TRUE
"1830",30,"4 layer","medium small","Training error",30.0148792266846,TRUE
"1831",1,"4 layer","mega","Training error",68.6940689086914,TRUE
"1832",2,"4 layer","mega","Training error",31.1040668487549,TRUE
"1833",3,"4 layer","mega","Training error",30.8954296112061,TRUE
"1834",4,"4 layer","mega","Training error",30.6871929168701,TRUE
"1835",5,"4 layer","mega","Training error",30.7134895324707,TRUE
"1836",6,"4 layer","mega","Training error",30.5913257598877,TRUE
"1837",7,"4 layer","mega","Training error",30.3279647827148,TRUE
"1838",8,"4 layer","mega","Training error",30.2264919281006,TRUE
"1839",9,"4 layer","mega","Training error",30.3339500427246,TRUE
"1840",10,"4 layer","mega","Training error",30.2182807922363,TRUE
"1841",11,"4 layer","mega","Training error",30.0505065917969,TRUE
"1842",12,"4 layer","mega","Training error",30.0502433776855,TRUE
"1843",13,"4 layer","mega","Training error",30.2351932525635,TRUE
"1844",14,"4 layer","mega","Training error",29.9354019165039,TRUE
"1845",15,"4 layer","mega","Training error",29.8072776794434,TRUE
"1846",16,"4 layer","mega","Training error",29.7633438110352,TRUE
"1847",17,"4 layer","mega","Training error",29.7049007415771,TRUE
"1848",18,"4 layer","mega","Training error",29.6150608062744,TRUE
"1849",19,"4 layer","mega","Training error",29.5351314544678,TRUE
"1850",20,"4 layer","mega","Training error",29.7065830230713,TRUE
"1851",21,"4 layer","mega","Training error",29.517126083374,TRUE
"1852",22,"4 layer","mega","Training error",29.5369739532471,TRUE
"1853",23,"4 layer","mega","Training error",29.4610919952393,TRUE
"1854",24,"4 layer","mega","Training error",29.32177734375,TRUE
"1855",25,"4 layer","mega","Training error",29.3913021087646,TRUE
"1856",26,"4 layer","mega","Training error",29.35325050354,TRUE
"1857",27,"4 layer","mega","Training error",29.1090145111084,TRUE
"1858",28,"4 layer","mega","Training error",29.259916305542,TRUE
"1859",29,"4 layer","mega","Training error",29.0674991607666,TRUE
"1860",30,"4 layer","mega","Training error",29.1402320861816,TRUE
"1861",1,"4 layer","small","Training error",121.658882141113,TRUE
"1862",2,"4 layer","small","Training error",99.2294616699219,TRUE
"1863",3,"4 layer","small","Training error",78.4496612548828,TRUE
"1864",4,"4 layer","small","Training error",60.6396713256836,TRUE
"1865",5,"4 layer","small","Training error",46.1820983886719,TRUE
"1866",6,"4 layer","small","Training error",35.8959808349609,TRUE
"1867",7,"4 layer","small","Training error",31.3246078491211,TRUE
"1868",8,"4 layer","small","Training error",30.99924659729,TRUE
"1869",9,"4 layer","small","Training error",30.9557781219482,TRUE
"1870",10,"4 layer","small","Training error",30.9079914093018,TRUE
"1871",11,"4 layer","small","Training error",30.8925380706787,TRUE
"1872",12,"4 layer","small","Training error",30.8258876800537,TRUE
"1873",13,"4 layer","small","Training error",30.8027534484863,TRUE
"1874",14,"4 layer","small","Training error",30.8005084991455,TRUE
"1875",15,"4 layer","small","Training error",30.8210048675537,TRUE
"1876",16,"4 layer","small","Training error",30.7414073944092,TRUE
"1877",17,"4 layer","small","Training error",30.7130966186523,TRUE
"1878",18,"4 layer","small","Training error",30.7059669494629,TRUE
"1879",19,"4 layer","small","Training error",30.7371215820312,TRUE
"1880",20,"4 layer","small","Training error",30.6600875854492,TRUE
"1881",21,"4 layer","small","Training error",30.6080875396729,TRUE
"1882",22,"4 layer","small","Training error",30.6134223937988,TRUE
"1883",23,"4 layer","small","Training error",30.6276378631592,TRUE
"1884",24,"4 layer","small","Training error",30.5805797576904,TRUE
"1885",25,"4 layer","small","Training error",30.5622062683105,TRUE
"1886",26,"4 layer","small","Training error",30.5433540344238,TRUE
"1887",27,"4 layer","small","Training error",30.5471267700195,TRUE
"1888",28,"4 layer","small","Training error",30.4956035614014,TRUE
"1889",29,"4 layer","small","Training error",30.5235347747803,TRUE
"1890",30,"4 layer","small","Training error",30.5326671600342,TRUE
"1891",1,"5 layer","huge","Training error",89.4650268554688,TRUE
"1892",2,"5 layer","huge","Training error",39.8770866394043,TRUE
"1893",3,"5 layer","huge","Training error",30.8156929016113,TRUE
"1894",4,"5 layer","huge","Training error",30.7107524871826,TRUE
"1895",5,"5 layer","huge","Training error",30.536901473999,TRUE
"1896",6,"5 layer","huge","Training error",30.5693016052246,TRUE
"1897",7,"5 layer","huge","Training error",30.371997833252,TRUE
"1898",8,"5 layer","huge","Training error",30.4466075897217,TRUE
"1899",9,"5 layer","huge","Training error",30.3179683685303,TRUE
"1900",10,"5 layer","huge","Training error",30.1697158813477,TRUE
"1901",11,"5 layer","huge","Training error",30.0692920684814,TRUE
"1902",12,"5 layer","huge","Training error",30.0317039489746,TRUE
"1903",13,"5 layer","huge","Training error",29.9262104034424,TRUE
"1904",14,"5 layer","huge","Training error",29.7836418151855,TRUE
"1905",15,"5 layer","huge","Training error",29.8974800109863,TRUE
"1906",16,"5 layer","huge","Training error",29.7282524108887,TRUE
"1907",17,"5 layer","huge","Training error",29.637020111084,TRUE
"1908",18,"5 layer","huge","Training error",29.583911895752,TRUE
"1909",19,"5 layer","huge","Training error",29.6144695281982,TRUE
"1910",20,"5 layer","huge","Training error",29.4637851715088,TRUE
"1911",21,"5 layer","huge","Training error",29.4164333343506,TRUE
"1912",22,"5 layer","huge","Training error",29.4447364807129,TRUE
"1913",23,"5 layer","huge","Training error",29.3121318817139,TRUE
"1914",24,"5 layer","huge","Training error",29.3391017913818,TRUE
"1915",25,"5 layer","huge","Training error",29.198917388916,TRUE
"1916",26,"5 layer","huge","Training error",29.3613567352295,TRUE
"1917",27,"5 layer","huge","Training error",29.3747463226318,TRUE
"1918",28,"5 layer","huge","Training error",29.3332042694092,TRUE
"1919",29,"5 layer","huge","Training error",29.3589420318604,TRUE
"1920",30,"5 layer","huge","Training error",29.2739276885986,TRUE
"1921",1,"5 layer","large","Training error",98.1005477905273,TRUE
"1922",2,"5 layer","large","Training error",56.4388809204102,TRUE
"1923",3,"5 layer","large","Training error",32.4209365844727,TRUE
"1924",4,"5 layer","large","Training error",30.5569343566895,TRUE
"1925",5,"5 layer","large","Training error",30.5739936828613,TRUE
"1926",6,"5 layer","large","Training error",30.5331897735596,TRUE
"1927",7,"5 layer","large","Training error",30.4398345947266,TRUE
"1928",8,"5 layer","large","Training error",30.3755149841309,TRUE
"1929",9,"5 layer","large","Training error",30.185230255127,TRUE
"1930",10,"5 layer","large","Training error",30.0173873901367,TRUE
"1931",11,"5 layer","large","Training error",29.8774585723877,TRUE
"1932",12,"5 layer","large","Training error",29.8517665863037,TRUE
"1933",13,"5 layer","large","Training error",29.7488994598389,TRUE
"1934",14,"5 layer","large","Training error",29.8694553375244,TRUE
"1935",15,"5 layer","large","Training error",29.8082942962646,TRUE
"1936",16,"5 layer","large","Training error",29.8027286529541,TRUE
"1937",17,"5 layer","large","Training error",29.5975017547607,TRUE
"1938",18,"5 layer","large","Training error",29.5005474090576,TRUE
"1939",19,"5 layer","large","Training error",29.4771633148193,TRUE
"1940",20,"5 layer","large","Training error",29.6304550170898,TRUE
"1941",21,"5 layer","large","Training error",29.291187286377,TRUE
"1942",22,"5 layer","large","Training error",29.3158702850342,TRUE
"1943",23,"5 layer","large","Training error",29.393741607666,TRUE
"1944",24,"5 layer","large","Training error",29.2829456329346,TRUE
"1945",25,"5 layer","large","Training error",29.2902431488037,TRUE
"1946",26,"5 layer","large","Training error",29.2900505065918,TRUE
"1947",27,"5 layer","large","Training error",29.2530307769775,TRUE
"1948",28,"5 layer","large","Training error",29.23388671875,TRUE
"1949",29,"5 layer","large","Training error",29.156909942627,TRUE
"1950",30,"5 layer","large","Training error",29.2573490142822,TRUE
"1951",1,"5 layer","medium","Training error",123.860771179199,TRUE
"1952",2,"5 layer","medium","Training error",96.1917495727539,TRUE
"1953",3,"5 layer","medium","Training error",71.2127532958984,TRUE
"1954",4,"5 layer","medium","Training error",50.4639129638672,TRUE
"1955",5,"5 layer","medium","Training error",35.8580741882324,TRUE
"1956",6,"5 layer","medium","Training error",31.0595703125,TRUE
"1957",7,"5 layer","medium","Training error",30.9684753417969,TRUE
"1958",8,"5 layer","medium","Training error",30.9005374908447,TRUE
"1959",9,"5 layer","medium","Training error",30.8675289154053,TRUE
"1960",10,"5 layer","medium","Training error",30.7567672729492,TRUE
"1961",11,"5 layer","medium","Training error",30.8048152923584,TRUE
"1962",12,"5 layer","medium","Training error",30.7226715087891,TRUE
"1963",13,"5 layer","medium","Training error",30.6513576507568,TRUE
"1964",14,"5 layer","medium","Training error",30.6435413360596,TRUE
"1965",15,"5 layer","medium","Training error",30.6116390228271,TRUE
"1966",16,"5 layer","medium","Training error",30.6609039306641,TRUE
"1967",17,"5 layer","medium","Training error",30.5782241821289,TRUE
"1968",18,"5 layer","medium","Training error",30.6636524200439,TRUE
"1969",19,"5 layer","medium","Training error",30.6097030639648,TRUE
"1970",20,"5 layer","medium","Training error",30.4444694519043,TRUE
"1971",21,"5 layer","medium","Training error",30.5568065643311,TRUE
"1972",22,"5 layer","medium","Training error",30.4920253753662,TRUE
"1973",23,"5 layer","medium","Training error",30.439510345459,TRUE
"1974",24,"5 layer","medium","Training error",30.4265098571777,TRUE
"1975",25,"5 layer","medium","Training error",30.4150524139404,TRUE
"1976",26,"5 layer","medium","Training error",30.3861618041992,TRUE
"1977",27,"5 layer","medium","Training error",30.3672294616699,TRUE
"1978",28,"5 layer","medium","Training error",30.1817989349365,TRUE
"1979",29,"5 layer","medium","Training error",30.2330551147461,TRUE
"1980",30,"5 layer","medium","Training error",30.1883983612061,TRUE
"1981",1,"5 layer","medium large","Training error",109.895393371582,TRUE
"1982",2,"5 layer","medium large","Training error",78.0199813842773,TRUE
"1983",3,"5 layer","medium large","Training error",49.6879844665527,TRUE
"1984",4,"5 layer","medium large","Training error",32.667896270752,TRUE
"1985",5,"5 layer","medium large","Training error",30.4987773895264,TRUE
"1986",6,"5 layer","medium large","Training error",30.4135131835938,TRUE
"1987",7,"5 layer","medium large","Training error",30.3310489654541,TRUE
"1988",8,"5 layer","medium large","Training error",30.1369915008545,TRUE
"1989",9,"5 layer","medium large","Training error",30.2052116394043,TRUE
"1990",10,"5 layer","medium large","Training error",30.0995712280273,TRUE
"1991",11,"5 layer","medium large","Training error",30.0012111663818,TRUE
"1992",12,"5 layer","medium large","Training error",29.9457454681396,TRUE
"1993",13,"5 layer","medium large","Training error",29.8390655517578,TRUE
"1994",14,"5 layer","medium large","Training error",29.7756061553955,TRUE
"1995",15,"5 layer","medium large","Training error",29.8522338867188,TRUE
"1996",16,"5 layer","medium large","Training error",29.7578258514404,TRUE
"1997",17,"5 layer","medium large","Training error",29.7166614532471,TRUE
"1998",18,"5 layer","medium large","Training error",29.7715587615967,TRUE
"1999",19,"5 layer","medium large","Training error",29.6460742950439,TRUE
"2000",20,"5 layer","medium large","Training error",29.6896877288818,TRUE
"2001",21,"5 layer","medium large","Training error",29.5106258392334,TRUE
"2002",22,"5 layer","medium large","Training error",29.3980159759521,TRUE
"2003",23,"5 layer","medium large","Training error",29.5964794158936,TRUE
"2004",24,"5 layer","medium large","Training error",29.505687713623,TRUE
"2005",25,"5 layer","medium large","Training error",29.3949756622314,TRUE
"2006",26,"5 layer","medium large","Training error",29.4872093200684,TRUE
"2007",27,"5 layer","medium large","Training error",29.3540344238281,TRUE
"2008",28,"5 layer","medium large","Training error",29.501163482666,TRUE
"2009",29,"5 layer","medium large","Training error",29.5148620605469,TRUE
"2010",30,"5 layer","medium large","Training error",29.3416481018066,TRUE
"2011",1,"5 layer","medium small","Training error",131.131393432617,TRUE
"2012",2,"5 layer","medium small","Training error",112.231033325195,TRUE
"2013",3,"5 layer","medium small","Training error",92.1097717285156,TRUE
"2014",4,"5 layer","medium small","Training error",72.4116287231445,TRUE
"2015",5,"5 layer","medium small","Training error",55.7644271850586,TRUE
"2016",6,"5 layer","medium small","Training error",42.9285926818848,TRUE
"2017",7,"5 layer","medium small","Training error",34.5836791992188,TRUE
"2018",8,"5 layer","medium small","Training error",31.6287364959717,TRUE
"2019",9,"5 layer","medium small","Training error",31.4240703582764,TRUE
"2020",10,"5 layer","medium small","Training error",31.335807800293,TRUE
"2021",11,"5 layer","medium small","Training error",31.3141536712646,TRUE
"2022",12,"5 layer","medium small","Training error",31.1908397674561,TRUE
"2023",13,"5 layer","medium small","Training error",31.1114368438721,TRUE
"2024",14,"5 layer","medium small","Training error",31.1198997497559,TRUE
"2025",15,"5 layer","medium small","Training error",31.0698642730713,TRUE
"2026",16,"5 layer","medium small","Training error",30.9627380371094,TRUE
"2027",17,"5 layer","medium small","Training error",30.9583034515381,TRUE
"2028",18,"5 layer","medium small","Training error",30.8592529296875,TRUE
"2029",19,"5 layer","medium small","Training error",30.854513168335,TRUE
"2030",20,"5 layer","medium small","Training error",30.8331832885742,TRUE
"2031",21,"5 layer","medium small","Training error",30.7270412445068,TRUE
"2032",22,"5 layer","medium small","Training error",30.8662433624268,TRUE
"2033",23,"5 layer","medium small","Training error",30.8259773254395,TRUE
"2034",24,"5 layer","medium small","Training error",30.8147621154785,TRUE
"2035",25,"5 layer","medium small","Training error",30.7682991027832,TRUE
"2036",26,"5 layer","medium small","Training error",30.6565723419189,TRUE
"2037",27,"5 layer","medium small","Training error",30.7437782287598,TRUE
"2038",28,"5 layer","medium small","Training error",30.5803108215332,TRUE
"2039",29,"5 layer","medium small","Training error",30.5834865570068,TRUE
"2040",30,"5 layer","medium small","Training error",30.673656463623,TRUE
"2041",1,"5 layer","mega","Training error",80.2324066162109,TRUE
"2042",2,"5 layer","mega","Training error",32.6138038635254,TRUE
"2043",3,"5 layer","mega","Training error",30.7994747161865,TRUE
"2044",4,"5 layer","mega","Training error",30.6446475982666,TRUE
"2045",5,"5 layer","mega","Training error",30.6036434173584,TRUE
"2046",6,"5 layer","mega","Training error",30.62917137146,TRUE
"2047",7,"5 layer","mega","Training error",30.4471893310547,TRUE
"2048",8,"5 layer","mega","Training error",30.3840370178223,TRUE
"2049",9,"5 layer","mega","Training error",30.3954257965088,TRUE
"2050",10,"5 layer","mega","Training error",30.0731239318848,TRUE
"2051",11,"5 layer","mega","Training error",30.0840396881104,TRUE
"2052",12,"5 layer","mega","Training error",30.0866146087646,TRUE
"2053",13,"5 layer","mega","Training error",29.9238433837891,TRUE
"2054",14,"5 layer","mega","Training error",29.662296295166,TRUE
"2055",15,"5 layer","mega","Training error",29.9297466278076,TRUE
"2056",16,"5 layer","mega","Training error",29.814661026001,TRUE
"2057",17,"5 layer","mega","Training error",29.8363418579102,TRUE
"2058",18,"5 layer","mega","Training error",29.5304355621338,TRUE
"2059",19,"5 layer","mega","Training error",29.5144214630127,TRUE
"2060",20,"5 layer","mega","Training error",29.5618171691895,TRUE
"2061",21,"5 layer","mega","Training error",29.6618213653564,TRUE
"2062",22,"5 layer","mega","Training error",29.2185459136963,TRUE
"2063",23,"5 layer","mega","Training error",29.4327621459961,TRUE
"2064",24,"5 layer","mega","Training error",29.218957901001,TRUE
"2065",25,"5 layer","mega","Training error",29.287618637085,TRUE
"2066",26,"5 layer","mega","Training error",29.4332008361816,TRUE
"2067",27,"5 layer","mega","Training error",29.0976390838623,TRUE
"2068",28,"5 layer","mega","Training error",29.379222869873,TRUE
"2069",29,"5 layer","mega","Training error",29.3210964202881,TRUE
"2070",30,"5 layer","mega","Training error",29.39892578125,TRUE
"2071",1,"5 layer","small","Training error",131.967346191406,TRUE
"2072",2,"5 layer","small","Training error",112.24683380127,TRUE
"2073",3,"5 layer","small","Training error",88.5644836425781,TRUE
"2074",4,"5 layer","small","Training error",67.3226318359375,TRUE
"2075",5,"5 layer","small","Training error",49.8845329284668,TRUE
"2076",6,"5 layer","small","Training error",38.2063179016113,TRUE
"2077",7,"5 layer","small","Training error",32.8601875305176,TRUE
"2078",8,"5 layer","small","Training error",32.2097930908203,TRUE
"2079",9,"5 layer","small","Training error",32.0839958190918,TRUE
"2080",10,"5 layer","small","Training error",31.9860305786133,TRUE
"2081",11,"5 layer","small","Training error",31.8750343322754,TRUE
"2082",12,"5 layer","small","Training error",31.7619800567627,TRUE
"2083",13,"5 layer","small","Training error",31.6674194335938,TRUE
"2084",14,"5 layer","small","Training error",31.5840129852295,TRUE
"2085",15,"5 layer","small","Training error",31.5618114471436,TRUE
"2086",16,"5 layer","small","Training error",31.4656963348389,TRUE
"2087",17,"5 layer","small","Training error",31.4271278381348,TRUE
"2088",18,"5 layer","small","Training error",31.4035587310791,TRUE
"2089",19,"5 layer","small","Training error",31.3681945800781,TRUE
"2090",20,"5 layer","small","Training error",31.2770042419434,TRUE
"2091",21,"5 layer","small","Training error",31.2942886352539,TRUE
"2092",22,"5 layer","small","Training error",31.2026233673096,TRUE
"2093",23,"5 layer","small","Training error",31.1511898040771,TRUE
"2094",24,"5 layer","small","Training error",31.1421546936035,TRUE
"2095",25,"5 layer","small","Training error",31.1337928771973,TRUE
"2096",26,"5 layer","small","Training error",31.093900680542,TRUE
"2097",27,"5 layer","small","Training error",31.0387535095215,TRUE
"2098",28,"5 layer","small","Training error",30.9780158996582,TRUE
"2099",29,"5 layer","small","Training error",30.9918537139893,TRUE
"2100",30,"5 layer","small","Training error",31.0015163421631,TRUE
